id,sub_name,sub_code,lecture,tutorial,practical,credit_hours,contact_hours,sub_type,course_id,branch_id,wef_session,remarks,created_by,created_on,last_updated_by,last_updated_on,action
10540,Commercial & Business Laws,MSE44119,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10541,Merchant Banking and Financial Services,MSE44102,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10542,International Finance ,MSE44103,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10543,Risk Management & Derivatives,MSE44104,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10544,Supply Chain Management and Logistics,MSE44105,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10545,Advanced Decision Modeling,MSE44106,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10546,Quality Management,MSE44106,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10547,Enterprise Resource Planning,MSE44109,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10548,System Dynamics,MSE44110,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10549,Valuation and Corporate Restructuring,MSE44101,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10550,Consumer Behavior,MSE44111,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10551,Industrial Marketing,MSE44112,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10552,Retail Marketing Management,MSE44113,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10553,International Marketing ,MSE44114,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10554,Management of Self in Organizations,MSE44115,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10555,Management of Excellence & Innovation in Organizations,MSE44116,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10556,International Human Resource Management,MSE44117,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10557,Management of Human Capital,MSE44118,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10558,Commercial & Business Laws,MSE44119,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10559,Merchant Banking and Financial Services,MSE44102,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10560,International Finance ,MSE44103,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10561,Risk Management & Derivatives,MSE44104,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10562,Supply Chain Management and Logistics,MSE44105,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10563,Advanced Decision Modeling,MSE44106,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10564,Quality Management,MSE44106,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10565,Enterprise Resource Planning,MSE44109,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10566,System Dynamics,MSE44110,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10567,Valuation and Corporate Restructuring,MSE44101,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10568,Consumer Behavior,MSE44111,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10569,Industrial Marketing,MSE44112,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10570,Retail Marketing Management,MSE44113,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10571,International Marketing ,MSE44114,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10572,Management of Self in Organizations,MSE44115,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10573,Management of Excellence & Innovation in Organizations,MSE44116,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10574,International Human Resource Management,MSE44117,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10575,Management of Human Capital,MSE44118,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10576,Commercial & Business Laws,MSE44119,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10577,Merchant Banking and Financial Services,MSE44102,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10578,International Finance ,MSE44103,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10579,Risk Management & Derivatives,MSE44104,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10580,Supply Chain Management and Logistics,MSE44105,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10581,Advanced Decision Modeling,MSE44106,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10582,Quality Management,MSE44106,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10583,Enterprise Resource Planning,MSE44109,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10584,System Dynamics,MSE44110,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10585,Valuation and Corporate Restructuring,MSE44101,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10586,Consumer Behavior,MSE44111,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10587,Industrial Marketing,MSE44112,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10588,Retail Marketing Management,MSE44113,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10589,International Marketing ,MSE44114,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10590,Management of Self in Organizations,MSE44115,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10591,Management of Excellence & Innovation in Organizations,MSE44116,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10592,International Human Resource Management,MSE44117,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10593,Management of Human Capital,MSE44118,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10594,Commercial & Business Laws,MSE44119,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10595,Merchant Banking and Financial Services,MSE44102,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10596,International Finance ,MSE44103,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10597,Risk Management & Derivatives,MSE44104,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10598,Supply Chain Management and Logistics,MSE44105,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10599,Advanced Decision Modeling,MSE44106,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10600,Quality Management,MSE44106,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10601,Enterprise Resource Planning,MSE44109,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10602,System Dynamics,MSE44110,3,1,0,7,4,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10603,Term Paper,MSC44001,0,0,0,4,0,Non-Contact,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10604,Comprehensive Viva Voce,MSC44501,0,0,0,2,0,Non-Contact,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10605,Financial Accounting and Reporting,MSC41101,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10606,Management Theory and Practices,MSC41102,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10607,Research Methodology and Statistics,MSC41103,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10608,Decision Sciences,MSC41104,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10609,Managerial Economics,MSC41105,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10610,Information Systems for Managing Business (S),MSC41106,2,0,0,4,2,Sessional,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10611,"Organizational Design, Change and Transformation (S) ",MSC41107,2,0,0,4,2,Sessional,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10612,Business Communication -I,MSC41201,0,0,2,2,2,Practical,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10613,Software Lab,MSC41202,0,0,2,2,2,Practical,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10614,Corporate Finance,MSC42101,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10615,Organizational Behaviour ,MSC42102,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10616,Operations Management,MSC42103,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10617,Marketing Management,MSC42104,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10618,Human Resources Management,MSC42105,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10619,Advanced Data Analysis (S),MSC42106,2,0,0,4,2,Sessional,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10620,Macroeconomic Theory and Policy (S),MSC42107,2,0,0,4,2,Sessional,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10621,Business Communication  - II Lab,MSC42201,0,0,2,2,2,Practical,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10622,Personality Development Lab,MSC42202,0,0,2,2,2,Practical,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10623,Strategic Management ,MSC43101,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10624,Management of Banks and Financial Institutions,MSE43111,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10625,Decision Support System,MSE43120,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10626,Soft Computing,MSE43121,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10627,Sales and Distribution Management ,MSE43122,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10628,Advertising and Promotion Management ,MSE43123,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10629,Services Marketing,MSE43124,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10630,Product and Brand Management,MSE43125,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10631,Advanced Market Research ,MSE43126,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10632,Human Resources Development,MSE43127,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10633,Personnel Management and Industrial Relations ,MSE43128,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10634,Group Dynamics and Industrial Psychology ,MSE43129,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10635,Security Analysis and Portfolio Management,MSE43112,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10636,Compensation Management,MSE43130,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10637,Training and Development ,MSE43131,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10638,Social Banking and Microfinance ,MSE43113,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10639,Fixed Income Markets,MSE43114,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10640,Advanced Corporate Finance,MSE43115,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10641,Quality Management,MSE43116,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10642,Materials Management ,MSE43117,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10643,Analytics and Business Forecasting,MSE43118,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10644,Management of Technology ,MSE43119,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10645,Management of Banks and Financial Institutions,MSE43111,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10646,Decision Support System,MSE43120,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10647,Soft Computing,MSE43121,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10648,Sales and Distribution Management ,MSE43122,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10649,Advertising and Promotion Management ,MSE43123,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10650,Services Marketing,MSE43124,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10651,Product and Brand Management,MSE43125,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10652,Advanced Market Research ,MSE43126,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10653,Human Resources Development,MSE43127,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10654,Personnel Management and Industrial Relations ,MSE43128,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10655,Group Dynamics and Industrial Psychology ,MSE43129,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10656,Security Analysis and Portfolio Management,MSE43112,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10657,Compensation Management,MSE43130,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10658,Training and Development ,MSE43131,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10659,Social Banking and Microfinance ,MSE43113,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10660,Fixed Income Markets,MSE43114,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10661,Advanced Corporate Finance,MSE43115,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10662,Quality Management,MSE43116,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10663,Materials Management ,MSE43117,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10664,Analytics and Business Forecasting,MSE43118,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10665,Management of Technology ,MSE43119,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10666,Management of Banks and Financial Institutions,MSE43111,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10667,Decision Support System,MSE43120,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10668,Soft Computing,MSE43121,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10669,Sales and Distribution Management ,MSE43122,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10670,Advertising and Promotion Management ,MSE43123,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10671,Services Marketing,MSE43124,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10672,Product and Brand Management,MSE43125,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10673,Advanced Market Research ,MSE43126,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10674,Human Resources Development,MSE43127,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10675,Personnel Management and Industrial Relations ,MSE43128,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10676,Group Dynamics and Industrial Psychology ,MSE43129,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10677,Security Analysis and Portfolio Management,MSE43112,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10678,Compensation Management,MSE43130,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10679,Training and Development ,MSE43131,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10680,Social Banking and Microfinance ,MSE43113,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10681,Fixed Income Markets,MSE43114,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10682,Advanced Corporate Finance,MSE43115,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10683,Quality Management,MSE43116,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10684,Materials Management ,MSE43117,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10685,Analytics and Business Forecasting,MSE43118,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10686,Management of Technology ,MSE43119,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10687,Management of Banks and Financial Institutions,MSE43111,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10688,Decision Support System,MSE43120,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10689,Soft Computing,MSE43121,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10690,Sales and Distribution Management ,MSE43122,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10691,Advertising and Promotion Management ,MSE43123,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10692,Services Marketing,MSE43124,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10693,Product and Brand Management,MSE43125,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10694,Advanced Market Research ,MSE43126,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10695,Human Resources Development,MSE43127,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10696,Personnel Management and Industrial Relations ,MSE43128,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10697,Group Dynamics and Industrial Psychology ,MSE43129,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10698,Security Analysis and Portfolio Management,MSE43112,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10699,Compensation Management,MSE43130,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10700,Training and Development ,MSE43131,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10701,Social Banking and Microfinance ,MSE43113,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10702,Fixed Income Markets,MSE43114,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10703,Advanced Corporate Finance,MSE43115,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10704,Quality Management,MSE43116,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10705,Materials Management ,MSE43117,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10706,Analytics and Business Forecasting,MSE43118,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10707,Management of Technology ,MSE43119,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10708,Entrepreneurship Management (S),MSC43102,2,0,0,4,2,Sessional,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10709,Legal Aspect of Business (S),MSC43103,2,0,0,4,2,Sessional,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10710,Summer Training Evaluation,MSC43001,0,0,0,4,0,Non-Contact,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10711,Project Management ,MSC44101,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10712,Merchant Banking and Financial Services ,MSE44111,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10713,System Dynamics,MSE44120,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10714,Consumer Behavior,MSE44121,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10715,Retail Management,MSE44122,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10716,Online Marketing,MSE44123,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10717,International Marketing,MSE44124,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10718,Customer Relationship Management ,MSE44125,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10719,Rural Marketing,MSE44126,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10720,Performance Management,MSE44127,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10721,International Human Resource Management,MSE44128,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10722,Management of Excellence & Innovation in Organizations ,MSE44129,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10723,International Finance,MSE44112,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10724,Management of Self,MSE44130,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10725,Strategic Human Resource Management,MSE44131,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10726,Business Valuation,MSE44113,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10727,Corporate Restructuring,MSE44114,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10728,Infrastructure and Project Finance ,MSE44115,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10729,Supply Chain Management and Logistics,MSE44116,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10730,Advanced Decision Modeling,MSE44117,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10731, Services Operations Management,MSE44118,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10732,Operations Strategy,MSE44119,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10733,Merchant Banking and Financial Services ,MSE44111,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10734,System Dynamics,MSE44120,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10735,Consumer Behavior,MSE44121,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10736,Retail Management,MSE44122,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10737,Online Marketing,MSE44123,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10738,International Marketing,MSE44124,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
10739,Customer Relationship Management ,MSE44125,3,0,0,6,3,Theory,mba,mba,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
