sub_name,sub_code,lecture,tutorial,practical,credit_hours,contact_hours,sub_type,course_id,branch_id,wef_year,wef_session,remarks
Optical Networks,ECE18108,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Nanoelectronics,ECE18109,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Image Processing,ECE18101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Machine Learning,ECE18110,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
VLSI Design,ECE18102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Filter Design & Synthesis,ECE18103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Radar Engineering,ECE18104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Opto-electronic Devices,ECE18105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital System Design,ECE18106,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Advanced Signal Processing,ECE18107,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Optical Networks,ECE18108,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Nanoelectronics,ECE18109,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Image Processing,ECE18101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Machine Learning,ECE18110,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
VLSI Design,ECE18102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Filter Design & Synthesis,ECE18103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Radar Engineering,ECE18104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Opto-electronic Devices,ECE18105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital System Design,ECE18106,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Advanced Signal Processing,ECE18107,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Optical Networks,ECE18108,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Nanoelectronics,ECE18109,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Electronic Devices,ECC13101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Circuits,ECC13102,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Network Theory & Filter Design,ECC13103,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Methods of Applied Mathematics – I,AMR13101,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Data Structures,CSR13101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Electronic Devices Lab,ECC13201,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Digital Circuits Lab,ECC13202,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Network Theory & Filter Design Lab,ECC13203,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Project and Seminar,ECC13801,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
Analog Circuits,ECC14101,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Co-curricular Activities,SWC14701,0,0,0,3,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Signals & Systems,ECC14102,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Electronic Instrumentation & Measurements ,ECC14103,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Managerial Economics,MSR14151,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Numerical & Statistical Methods,AMR14101,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Analog Circuits Lab,ECC14201,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Electronic Instrumentation & Measurements Lab,ECC14202,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Project and Seminar,ECC14801,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
Composite Viva-voce,ECC14501,0,0,0,4,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Microprocessors,ECC15101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Analog Communication,ECC15102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Control Systems,ECC15103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Electromagnetic Theory,ECC15104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Microprocessors Lab,ECC15201,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
Analog Communication Lab,ECC15202,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
Project and Seminar,ECC15801,0,0,0,4,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Digital Communication,ECC16101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Embedded Systems,ECC16102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Microelectronics & VLSI,ECC16103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Computer Networks,ECC16104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Communication Lab,ECC16201,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
Embedded System Lab,ECC16202,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
Project and Seminar,ECC16801,0,0,0,4,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Composite Viva-voce,ECC16501,0,0,0,4,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Optical Communication,ECC17101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
RF & Microwave Engineering,ECC17102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Optical Communication Lab,ECC17201,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
RF & Microwave Engineering Lab,ECC17202,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
Project & Seminar,ECC17801,0,0,0,6,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Vocational Training,ECC17001,0,0,0,5,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
EMI/EMC,ECE17101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Device Modeling & Simulation,ECE17102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Operating Systems,ECE17103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Information Theory & Coding,ECE17104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Database Management Systems,ECE17105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Power Electronics,ECE17106,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Speech Processing,ECE17107,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Signal Processor Architecture,ECE17108,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Signal Processing,ECC15105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
EMI/EMC,ECE17101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Device Modeling & Simulation,ECE17102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Operating Systems,ECE17103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Information Theory & Coding,ECE17104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Database Management Systems,ECE17105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Power Electronics,ECE17106,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Speech Processing,ECE17107,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Signal Processor Architecture,ECE17108,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Signal Processing,ECC15105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Analog Integrated Circuits,ECC18101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Analog Integrated Circuits Lab,ECC18201,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
Project & Seminar,ECC18801,0,0,0,6,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Composite Viva-voce,ECC18501,0,0,0,4,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Digital Image Processing,ECE18101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Machine Learning,ECE18110,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
VLSI Design,ECE18102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Filter Design & Synthesis,ECE18103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Radar Engineering,ECE18104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Opto-electronic Devices,ECE18105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital System Design,ECE18106,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Advanced Signal Processing,ECE18107,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Optical Networks,ECE18108,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Nanoelectronics,ECE18109,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Image Processing,ECE18101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Machine Learning,ECE18110,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
VLSI Design,ECE18102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Filter Design & Synthesis,ECE18103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Radar Engineering,ECE18104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Opto-electronic Devices,ECE18105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital System Design,ECE18106,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Advanced Signal Processing,ECE18107,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Optical Networks,ECE18108,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Nanoelectronics,ECE18109,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Image Processing,ECE18101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Machine Learning,ECE18110,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
VLSI Design,ECE18102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Filter Design & Synthesis,ECE18103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Radar Engineering,ECE18104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Opto-electronic Devices,ECE18105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital System Design,ECE18106,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Advanced Signal Processing,ECE18107,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Optical Networks,ECE18108,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Nanoelectronics,ECE18109,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Circuit Theory,EEC13111,3,1,0,7,4,Theory,b.tech,ee,2019-2020,Monsoon,
Analog Electronics,EEC13112,3,1,0,7,4,Theory,b.tech,ee,2019-2020,Monsoon,
Signals and Systems,EEC13113,3,1,0,7,4,Theory,b.tech,ee,2019-2020,Monsoon,
Data Structures,CSR13101,3,0,0,6,3,Theory,b.tech,ee,2019-2020,Monsoon,
Methods of Applied Mathematics,AMR13101,3,1,0,7,4,Theory,b.tech,ee,2019-2020,Monsoon,
Field Theory,EEC13311,4,0,0,8,4,Sessional,b.tech,ee,2019-2020,Monsoon,
Circuit Theory,EEC13211,0,0,1.5,1.5,1.5,Practical,b.tech,ee,2019-2020,Monsoon,
Analog Electronics,EEC13212,0,0,1.5,1.5,1.5,Practical,b.tech,ee,2019-2020,Monsoon,
Project & Seminar,EEC13411,0,0,2,2,2,Practical,b.tech,ee,2019-2020,Monsoon,
Electrical Measurements,EEC14111,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Co-Curricular Activity,SWC14701,0,0,0,3,0,Non-Contact,b.tech,ee,2019-2020,Monsoon,
Project & Seminar,EEC14411,0,0,2,2,2,Practical,b.tech,ee,2019-2020,Monsoon,
Electrical Machines I,EEC14112,3,1,0,7,4,Theory,b.tech,ee,2019-2020,Monsoon,
Digital Electronics,EEC14113,3,1,0,7,4,Theory,b.tech,ee,2019-2020,Monsoon,
Numerical and Statistical Methods,AMR14101,3,1,0,7,4,Theory,b.tech,ee,2019-2020,Monsoon,
Mechanical Engineering II,MMR14101,3,1,0,7,4,Theory,b.tech,ee,2019-2020,Monsoon,
Electrical Measurements,EEC14211,0,0,1.5,1.5,1.5,Practical,b.tech,ee,2019-2020,Monsoon,
Electrical Machines I,EEC14212,0,0,1.5,1.5,1.5,Practical,b.tech,ee,2019-2020,Monsoon,
Digital Electronics,EEC14213,0,0,1.5,1.5,1.5,Practical,b.tech,ee,2019-2020,Monsoon,
Composite Viva-Voce,EEC14511,0,0,0,4,0,Non-Contact,b.tech,ee,2019-2020,Monsoon,
Electrical Machines II,EEC15111,3,1,0,7,4,Theory,b.tech,ee,2019-2020,Monsoon,
Microprocessors and Microcontrollers,EEC15214,0,0,1.5,1.5,1.5,Practical,b.tech,ee,2019-2020,Monsoon,
Project & Seminar,EEC15411,0,0,4,4,4,Practical,b.tech,ee,2019-2020,Monsoon,
Control Systems I,EEC15112,3,1,0,7,4,Theory,b.tech,ee,2019-2020,Monsoon,
Microprocessors and Microcontrollers,EEC15114,3,0,0,6,3,Theory,b.tech,ee,2019-2020,Monsoon,
Digital Signal Processing,EEC15115,3,0,0,6,3,Theory,b.tech,ee,2019-2020,Monsoon,
Power Systems I,EEC15116,3,0,0,6,3,Theory,b.tech,ee,2019-2020,Monsoon,
Electrical Machines and Power System,EEC15311,3,0,0,6,3,Sessional,b.tech,ee,2019-2020,Monsoon,
Electrical Machines II,EEC15211,0,0,1.5,1.5,1.5,Practical,b.tech,ee,2019-2020,Monsoon,
Control Systems I,EEC15212,0,0,1.5,1.5,1.5,Practical,b.tech,ee,2019-2020,Monsoon,
Power Systems I,EEC15213,0,0,1.5,1.5,1.5,Practical,b.tech,ee,2019-2020,Monsoon,
Power Electronics,EEC16111,3,1,0,7,4,Theory,b.tech,ee,2019-2020,Monsoon,
Composite Viva-Voce,EEC16511,0,0,0,4,0,Non-Contact,b.tech,ee,2019-2020,Monsoon,
Project & Seminar,EEC16411,0,0,4,4,4,Practical,b.tech,ee,2019-2020,Monsoon,
Instrumentation and Process Control,EEC16113,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Control Systems II,EEC16114,3,1,0,7,4,Theory,b.tech,ee,2019-2020,Monsoon,
Power Systems II,EEC16115,3,1,0,7,4,Theory,b.tech,ee,2019-2020,Monsoon,
Computer Networks,CSR16101,3,0,0,6,3,Theory,b.tech,ee,2019-2020,Monsoon,
Power Electronics,EEC16211,0,0,1.5,1.5,1.5,Practical,b.tech,ee,2019-2020,Monsoon,
Power Systems II,EEC16212,0,0,1.5,1.5,1.5,Practical,b.tech,ee,2019-2020,Monsoon,
Instrumentation and Process Control,EEC16213,0,0,1.5,1.5,1.5,Practical,b.tech,ee,2019-2020,Monsoon,
Control Systems II,EEC16214,0,0,1.5,1.5,1.5,Practical,b.tech,ee,2019-2020,Monsoon,
Electrical Drives,EEC17111,3,1,0,7,4,Theory,b.tech,ee,2019-2020,Monsoon,
Switchgear and Protection,EEC17113,3,1,0,7,4,Theory,b.tech,ee,2019-2020,Monsoon,
Industrial Engineering and  Management,MSC17152,3,0,0,6,3,Theory,b.tech,ee,2019-2020,Monsoon,
Advanced Power Electronics,EEE17111,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Bio-medical Instrumentation,EEE17121,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Robotics,EEE17122,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Reactive Power and Voltage Control,EEE17123,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Information and Coding Theory,CSE17113,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Electrical Engineering Material,EEE17112,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Mine Electrical Technology,EEE17113,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Communication Engineering,EEE17114,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Illumination and Utility Services,EEE7116,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Power Plant Instrumentation and Control,EEE17117,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Systems Modelling and Simulation,EEE17118,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Soft Computing Techniques,EEE17119,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Filter Design and Synthesis,EEE17120,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Advanced Power Electronics,EEE17111,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Bio-medical Instrumentation,EEE17121,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Robotics,EEE17122,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Reactive Power and Voltage Control,EEE17123,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Information and Coding Theory,CSE17113,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Electrical Engineering Material,EEE17112,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Mine Electrical Technology,EEE17113,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Communication Engineering,EEE17114,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Illumination and Utility Services,EEE7116,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Power Plant Instrumentation and Control,EEE17117,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Systems Modelling and Simulation,EEE17118,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Soft Computing Techniques,EEE17119,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Filter Design and Synthesis,EEE17120,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Vocational Training/In-house Training,EEC17012,0,0,0,5,0,Non-Contact,b.tech,ee,2019-2020,Monsoon,
Electrical Drives Practical,EEC17211,0,0,1.5,1.5,1.5,Practical,b.tech,ee,2019-2020,Monsoon,
Switchgear and Protection Practical,EEC17212,0,0,1.5,1.5,1.5,Practical,b.tech,ee,2019-2020,Monsoon,
Project and Seminar,EEC17411,0,0,6,6,6,Practical,b.tech,ee,2019-2020,Monsoon,
Industrial Automation and Control,EEC18112,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Special Purpose Electric Machines and Drives,EEC18114,3,1,0,7,4,Theory,b.tech,ee,2019-2020,Monsoon,
EHV AC & DC Transmission,EEC18115,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Static Relays,EEE18122,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
Electrical Energy Systems ,EEE18133  ,4,0,0,8,4,Theory,b.tech,ee,2019-2020,Monsoon,
